,Sentence,Emotion
42718,걷는 게 좋다고 해서 몸 안좋은 줄도 모르고 무식하게 매일 걸은 것도 아기한테 넘 미안해요ㅠㅠㅠㅠ,슬픔
42719, 처음이라 뭘 몰라 내가 다 잘못한것 같아 미안하고 그러네요..,슬픔
42720,변태같은 얘기해서 죄송해요.,슬픔
42721, 아니 너에게 미안하다 사랑한다,슬픔
42722,방탈 정말 죄송해요!!!!,슬픔
42723,우선 죄송한다고 인사 좀 할께요,슬픔
42724,부족한 엄마아빠라서 너무너무 미안해....,슬픔
42725, 먼저 죄송하다고 말씀드립니다.,슬픔
42726,님들 바쁜데 일단 미안합니다!,슬픔
42727, 팬의 헛소리입니다...ㅠ,슬픔
42728,이런 휀이라 정말루 미안해요.,슬픔
42729,팬레터 글이 비슷해서 죄송합니다,슬픔
42730,그동안 휴가로 인해 글을 정말 못올렸습니다.,슬픔
42731,위인 유재석과 훌륭한 분 김태호.. 아... 힘들구나 힘들어,슬픔
42732,미국형님 죄송합니다 ㅠㅠ,슬픔
42733,애들아. 미안하다. ㅠㅠ,슬픔
42734,소중한 미래세대들이 뭔죄냐!!성숙한 시민정신을 보여줍시다~~,슬픔
42735,친환경 재질로 바껴서 맥주 값이 오른다면 난 올라도 사먹을란다. 사람이 미안해 얘들아 ~,슬픔
42736,무패로 ㅋㅋㅋ 무관 하는거 보여줬으면 좋겠네 ㅋㅋㅋㅋ,슬픔
42737,만날 시간이 많이 없다는게 큰 단점이다..,슬픔
42738,혼자 술먹으러 왔을 정도면 기분좉같았을텐데거기에 OOOㅣㄴ들 시비까지ㅜㅜ연예인이라 고생많다,슬픔
42739,다 내 잘못이다. 동생들아 미안하다..,슬픔
42740,비가 올때까지 비예보는 이어집니다^^,슬픔
42741,배고프면 그럴수도....보름 굶고도 인육타령할수있으면 그때 말해라.,슬픔
42742,청바지입기 미안해지네..,슬픔
42743,부인한테 망치로 맞아 죽은 할배는 무슨 생각이 들었을까?,슬픔
42744,재미로 보지 ..베베 꼬여버린 사람들 ㅜ,슬픔
42745,택배...어느 순간 너무 예민해집니다...죄송합니다....저부터 바뀌겠습니다....그리고 너무 감사합니다....,슬픔
42746,미안한 말이지만 봉중근은 보상선수를 받아내는 게 이득일지도 모름,슬픔
42747,미안해 얘들아...,슬픔
42748,최유연이 진짜 누구아이인가?,슬픔
42749, 태극기부대 수고많습니다,슬픔
42750,아니 잠시만 병신년 안지나감?,슬픔
42751,미안합니다....,슬픔
42752, 이런기사 볼때마다 같은 인간으로서 그저 미안할 뿐이다..,슬픔
42753,미안합니다...,슬픔
42754,손님도없는 가게 지키느라 동참도못했는데 담주에는 저도 가겠습니다,슬픔
42755, 그동안 무식하게 원망했던거 죄송합니다...,슬픔
42756, 동물실험은 동물에게 정말 미안했다.,슬픔
42757,죄송합니다.,슬픔
42758,팬들은 무조건 선수개인 성적만 생각한다.....,슬픔
42759,미안합니다,슬픔
42760, 한시간동안 어르고달래도엄청 울다지쳐다는게 안쓰럽기도하고 하고  미안하기도하고. .,슬픔
42761,미안합니다,슬픔
42762, 그래서 답장 늦어서 미안하다고 ㅠ,슬픔
42763, 어제전화왔는데 많이힘들어하던데 ...,슬픔
42764,내 기침소리가 옆 사람에게 방해됨ㅇㅇ,슬픔
42765,한달에 21일일하고 세전 140에 하루에 8 ~ 10시간 일하는거 같은데..,슬픔
42766,내일 빠따 크리 뜰듯;0,슬픔
42767,모든 걸 다후회해.,슬픔
42768,언니오빠들 바쁜데미안글너무 자주 올려서 ㅠㅠㅠㅠㅠ,슬픔
42769, 헬스 사업관련자분들이나 남자분들은죄송합니다,슬픔
42770,제가 잘못한거죠?,슬픔
42771,발그림  일단 미안 ..,슬픔
42772,미안해~,슬픔
42773,그 5분이 그렇게 힘드냐,슬픔
42774,그냥 다 미안해요...,슬픔
42775,너한테 민폐되어서...,슬픔
42776,미안하고... ㅜㅜ,슬픔
42777, 오늘 만나기로 햇는데 약속을 취소해버렷어요,슬픔
42778,방탈 죄송해요 ㅠㅠ,슬픔
42779,미안햬요,슬픔
42780,괜히 화가나서 남자친구한테 편지로 투정만 길게 늘어 놓았네요,슬픔
42781,미안해요,슬픔
42782,스킨쉽만 하려고 하면 머뭇거려지고 애인이 절 싫어하면 어떡할까 조마조마 합니다.,슬픔
42783,방탈 죄송합니다 ㅠㅠ,슬픔
42784,방탈죄송합니다ㅠ,슬픔
42785,극단인데설마 내역할이 첫날부터 있을까봐 겁나 죄송스러움 ㅠ,슬픔
42786,그대도 집에선 귀한 딸일텐데죄송합니다.,슬픔
42787,이별을 얘기한지는 2주정도 됬나.,슬픔
42788,내가 이기적으로 굴어서 미안해..,슬픔
42789,저희는 이로 인해 상처 받으셨을 분들게 진심으로 사과드리고자 합니다.,슬픔
42790, 이러니까그냥 다 미안해~~~,슬픔
42791, 물론 일부겠죠?,슬픔
42792,그친구한테 미안하네요.,슬픔
42793,그동안 내가 사실상 잘못한것도 많고 그래서 어제도 미안하다.,슬픔
42794,그래미안하다.,슬픔
42795,미안해.,슬픔
42796,다시한번 펌질 죄송합니다.2,슬픔
42797,그리고 죄송함돠~,슬픔
42798, 정말 나 많이 아프고 힘들었는데...,슬픔
42799, 미안해요,슬픔
42800,입양 생각을 하시는분도 죄송하지만 사양합니다.,슬픔
42801,힘들게해서.많이 힘들었지..,슬픔
42802,미안해내가말,슬픔
42803, 자꾸 재촉해서 미안해요...,슬픔
42804,담에는 더 많이 글올릴께요....,슬픔
42805,  기분이 나쁘셨다면 다른 분들께는 죄송합니다.,슬픔
42806,미안해...,슬픔
42807, 죄송햐요.... 하...,슬픔
42808, 아빠회사에서 일하느라 고생이 많지.,슬픔
42809, 팬으로써 해줄 수 있는게 믿고 기다리는것밖에 없어서 미안해,슬픔
42810,방탈출 죄송합니다.,슬픔
42811, 남자친구랑 헤어지고 싶어서 어떻게 끝내야할까 많은 고민을 하다가 결국 잠수이별을 택했는데요..,슬픔
42812,어제가 생일이신걸 오늘에야 알았네요 ㅠㅠ,슬픔
42813,  이제야 가입을 해서 미안해요,슬픔
42814,요즈음 주혀니가 좀 바뻤거든여.......,슬픔
42815,"한7~8년 전부터 엘지의 팬이었는데, 요즘 계속 좀 뜸했습니다.",슬픔
42816,기자 : 50년인데 5년으로 오타난거임 죄송해요,슬픔
42817,이게다 인간때문인가,슬픔
42818,촛불 300명 고생 많습니다 ㅠㅠ,슬픔
42819,행복했으면 했는데.....,슬픔
42820,타지 맙시다... 넘 슬퍼요... 얼마나 힘들었을까? 미안해.. ㅠㅠ,슬픔
42821,어린이집 유치원 차량은 괜찮은데 학원차는 진짜 짜증나긴하더라,슬픔
42822,희생된 아이들이 너무 불쌍해 ㅠㅠ눈물나네요 내자식같아서,슬픔
42823,탈퇴각? 엄지야 놀려서 미안해 ㅠㅠ,슬픔
42824,걍 인터뷰 잘 안해주니까 기자님이 화가 나셧나봐요ㅠ,슬픔
42825,...솜아 미안해..,슬픔
42826,미안하지만 나는 니가 누군지 모르갯다,슬픔
42827,못가서 미안해요,슬픔
42828,마지막곡은 이왕이면 다같이 불렀다면 좋았을텐데 아쉽다,슬픔
42829,참 정유라는 뭔죄냐? 계집들 입방아 때문에...ㅉㅉ,슬픔
42830,한번도 안들어본 노래길래 차트에 있나보니 없네...,슬픔
42831,삼겹살먹고 있는 내가 미안하네 ㅠ,슬픔
42832,거제사람으로 너무나 부끄럽고 죄송합니다.,슬픔
42833, 장사꾼에게 정치를 바라다니...,슬픔
42834,죄송합니다...,슬픔
42835,아무리 사극왕 이라고 해도 이번엔 김명민보다 별로일듯..,슬픔
42836,안 사면 될 일.,슬픔
42837,미개한 어른들 때문~,슬픔
42838, 그냥 내려와라 제발.,슬픔
42839, 무겁고 커서 가방에 넣고 다니기도 부담스러움 ㅠㅠ,슬픔
42840,문제는 우리...,슬픔
42841, 그저 밖에 아이들에게 미안한 맘 뿐이네요..,슬픔
42842, 반성하겠습니다.,슬픔
42843, 능력이 안된다.,슬픔
42844,명동에서 십자가 메고 하나님 안 믿으면 지옥간다면서 노래부르는 사람들 생각남,슬픔
42845,속사정은 아무도 모르지...,슬픔
42846, 재미하나도 없더만,슬픔
42847,먼저 나와서 죄송한 맘.,슬픔
42848,지구야 미안해,슬픔
42849,머리가 보안이였던건 ?알겠는데 ?,슬픔
42850, 못난 어른들이 어린이들의 귀와 눈을 더럽히네요.,슬픔
42851,아... 이제 욕 그만 할게요 ㅈㅅ,슬픔
42852, 남자친구도 제가 아파하니까 미안해하는데 제가 다 미안하더라구요ㅠ,슬픔
42853,지금까지 딸이 고생한것 생각하시고 속상해하시고 잠도 못주무실까봐 말이 안나와요..,슬픔
42854, 제가 스트레스를 지금 부모님한테 화풀이한다고 얘끼해주시더라구요,슬픔
42855,미안하고 후회스럽다,슬픔
42856,설명이 너무 빈약하지만 ㅠㅠ,슬픔
42857,애기야 미안...,슬픔
42858,재탕 미안...,슬픔
42859,미안한 마음이 들더군요 ㅜㅜ,슬픔
42860,오해해서 미안해,슬픔
42861,그래서헤어졌는데오늘 수업끝나고보니까밤9;31분에 부재중4통이왔었어요,슬픔
42862,미안해 다시돌아와줘~,슬픔
42863,너무많이 미안하고..,슬픔
42864, 양심에 찔리기도 하구요...,슬픔
42865,지금은 도자기도 그릇도 아닌 뭐 정체불분명,슬픔
42866,진심으로 사과 하고싶었어..,슬픔
42867,저런말이 나올줄은 몰랐거든요,슬픔
42868,어떻게 말해야 덜 미안할까요..?,슬픔
42869,근데..너무 죄책감들어서..,슬픔
42870,저는 늦게까지 술먹으면 남자친구한테 미안한것 같은데....,슬픔
42871,오지랖 피워서 미안하다.,슬픔
42872, 우리너말대로 우린 인연이 아니니까-,슬픔
42873,우리 딸 이쁘게 키워줘서 고마워내가 집안일도 많이 도와주고 우리 애기랑도 많이 놀아주고 해야 되는데 잘 하지 못한 것 같아서 미안해~,슬픔
42874,미안해.,슬픔
42875,그냥 미안함뿐이엿겟죠 ㅋㅋ,슬픔
42876,사귄지 50일도 안되서 군대보냇거든요,슬픔
42877,전.......그냥...상근예비역입니당...,슬픔
42878, 물의를 일으켜 죄송합니다.,슬픔
42879,저번에 건강이안좋으셔서 병원에 검사하러갔는데 사진과같이 이렇게나왔어ㅜㅠㅠㅠ,슬픔
42880,근데 또 너무 잘해줘서 미안할정도로 잘해줘서더 미안해요...,슬픔
42881,솔직히?보고싶어서 전화한거 다아는데 끊자고 말하기도 미안하구요...,슬픔
42882, 난너 얼마나많이 봐줬는데 넌한순간에 날좋아하지않는다고 애절하게 잡는 날초라하게 만들더라,슬픔
42883, 헤어진이유가 상처줄 행동도 많이하고소홀 한건 없는데 받아주는걸 잘못했어요,슬픔
42884,사정상 예방접종이 좀많이 밀렸어요..ㅜㅜ,슬픔
42885, 니도 나한테 똑같이 잘해주고 이게 썸이라고ㅠㅠㅜ,슬픔
42886,매번 사정이 있다구 나중에 알려드린다고 했는데 이제야 알려드리네요,슬픔
42887,미안하고..,슬픔
42888,내가 잘해줄 자신이 없다.,슬픔
42889,방탈죄송해요ㅠ,슬픔
42890, 진짜 괜찮은 사람인데 내가 거짓말 해서 자꾸 찔려.,슬픔
42891,항상 고맙고미안해..,슬픔
42892,군화한테 전화오면 진짜 나 미안해서 울꺼같아요 ㅜㅜㅜㅜ,슬픔
42893, 제가 먼저 그만하자 했는데 이러는건 너무 이기적이죠?,슬픔
42894,살빼라고 한거 죄송해요ㅠㅠ,슬픔
42895, 그리고 마지막에 그 죄송합니다의 의미는 큰 도움을 드리지 못해서 죄송하다는 의미예요.,슬픔
42896,시험 기간이라고 오빠들한테 관심이 없었어요..,슬픔
42897, 짧게 써서 죄송하네요..,슬픔
42898,저는 현재 남자친구도 있는데이럴때마다 남자친구한테 너무 미안해요,슬픔
42899,요새 강마에한테 빠져서오빠한테 소홀했어..,슬픔
42900,운영자님 죄송합니다..,슬픔
42901, 힘들게 준비한노래 오늘 일위 못시켜줘서 미안해요ㅠ,슬픔
42902, 저를 원망만 하고 엄청 밀어냅니다,슬픔
42903, 죄송합니다.,슬픔
42904,판도 못왔다..,슬픔
42905,하나인 아이가 너무 외로워해서 주변에선애완동물을 키우라고 권하지만그래서 키우는걸 더욱 쉽게 결정할수 없습니다.,슬픔
42906,트럼프야 욕해서 미안하다,슬픔
42907,참여 못해 죄송합니다,슬픔
42908,힘들게 데뷔한앤데..안쓰럽다 ㅠㅠ,슬픔
42909,새해 첫 사망자가 드디어 나왓구나..,슬픔
42910,벌써 바마형이 그립네요ㅠ,슬픔
42911,센징들이 원래 그래 미안해...,슬픔
42912,함께 못해서 죄송해요 마음만은 광화문에 있습니다!!!,슬픔
42913,방송의 대한 개념이 없다;,슬픔
42914,누구 팬도 아니지만 이승기 전성기때랑 천지차이;,슬픔
42915,저 정도 사고면 뭐 공익가도 욕할생각 없음,슬픔
42916,그냥 일게 야구에 야짜만 알아도 쓰는 수준...,슬픔
42917, 일에만 정신 팔려서 남의 여가생활을 그저 무시하고 비난하는 당신의 그 천한 사고방식은 어디가서도 대접 못 받습니다.,슬픔
42918, 부끄러운줄알아라 정말,슬픔
42919, 장담하는데 지금 데쓰노트라 까이는 노트7 판매량 절반도 안나올거다.,슬픔
42920,정말 미안합니다 박근혜 투표한제손모가지를원망합니다!!,슬픔
42921,저땐 저사람 욕했는데;;,슬픔
42922,조가 아이름도 아이고...,슬픔
42923, 형님을 보면서 내가 나약했구나라는 자책을 합니다,슬픔
42924, 감정적으로만 대웅하고.....,슬픔
42925, 우리나라 주한미군이 사고치고 미국으로 튀는 거 욕할 입장이 못 된다니깐...,슬픔
42926,모두 감기 조심하세요옷따뜻히입고 촛불집회 가셔도가시구요..,슬픔
42927, 샀으면서 뭔말이 많대유...,슬픔
42928, 이쯤되면 아이유도 민망할듯,슬픔
42929,응 그래 10년만 더 후회로 살아서 일단 20년 채우고 복귀 생각하자,슬픔
42930,연기가늘질않어~~,슬픔
42931, 저희도 뭐라 말씀은 드려야 할것 같아서말이에요.,슬픔
42932,그래도 미안하다 해진아 구글이 훨씬 좋다,슬픔
42933, 어쩔수 없다.,슬픔
42934,피곤해 보였다.,슬픔
42935,할릴호비치와 슈틸리케 둘다 불안하네,슬픔
42936,무개념아미분들을대신해사과드립니다!,슬픔
42937, 그러면 자존심이나 자존감이 더 세워졌을텐데.,슬픔
42938,안추워서 좋긴한데 걱정된다..,슬픔
42939,남자친구는 잠잘때 예민해서 제 코골이때문에 잠도 잘 못자고...,슬픔
42940, 미안하다.,슬픔
42941,미안해 마지막까지 약속 못지켜서,슬픔
42942,아이한테 너무 미안하네요,슬픔
42943, 사장님미안~,슬픔
42944,방탈죄송해요ㅠㅠ,슬픔
42945,미안해,슬픔
42946,방탈죄송합니다.,슬픔
42947,  저의 헛된 욕심이였나봐요...,슬픔
42948, 죄송합니다.,슬픔
42949, 그냥 궁금해서 기분나빴다면 미안ㅠㅠㅠㅠㅠ,슬픔
42950,이번주에 잘못한분들 찾아가서 용서 빌어보게요,슬픔
42951,방탈 죄송합니다 ㅠㅠㅠㅠ,슬픔
42952,요즘 가끔 하는 짓인데 ㅎㅎ,슬픔
42953,카테고리에 맞지 않는 글을 쓰게 되어서 일단 죄송합니다..,슬픔
42954, 저 너무후회되요,슬픔
42955,복대하면 허리통증 좀 사라질까요 ????,슬픔
42956,근데 남자친구는 저를 너무 사랑해줘요....,슬픔
42957,근데 친구들과 아무래도 놀거나 필요한데에 쓸려니 친구들한테도 미안하고 난감하고 다른상황에서도 난처해져요.,슬픔
42958,친척분들이나 주위분들께 좀 죄송스러운데 괜찮을까요?,슬픔
42959,괜히 그 사람에게 미안해지네요.,슬픔
42960,그 이후로는 무덤덤하게 그냥 하더라구요?,슬픔
42961,아무것도 모르던 저 데리고 일 하시느라 너무 고생하셔서...,슬픔
42962,제가 모진말도 많이했구요.,슬픔
42963,죄송합니다^^....,슬픔
42964, 미안하다는말로 다 몬하다는거 알면서도 또 여기 들리게 되네,슬픔
42965,저한테 정말 잘해주고 사랑해주는데제가 마음이 안가요....,슬픔
42966, 근데 그가게는 손님도 없고 알바도 잘안구해지는거같아요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,슬픔
42967,먼저 방탈 죄송해요.,슬픔
42968,이번 주말 유독 스킨십이 찐했다과해서 미안함까지;;,슬픔
42969, 자주 못들려서 죄송하구욤 ㅠㅠ,슬픔
42970,미안해.,슬픔
42971,잘려고 뒤척여도 계속생각나미안...,슬픔
